% Model,PSC_Degradation_CsFa_Ions_Degradation_v2.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 6 2026, 11:16"
% Dimension,1
% Nodes,2186
% Expressions,4
% Description,"Conduction band energy level, Valence band energy level, Electron quasi-Fermi energy level, Hole quasi-Fermi energy level"
% x,semi.Ec_e (J),semi.Ev_e (J),semi.Efn_e (J),semi.Efp_e (J)
38.53502354418451,2.403501026548669E-19,-9.58945224913307E-21,-8.489373874352335E-31,8.370018179978399E-31
38.53502354418451,2.401507159468005E-19,-9.788838957199508E-21,-8.374465113449858E-31,8.253141651014802E-31
38.806777866979566,2.401507159468005E-19,-9.788838957199508E-21,-8.374465113449858E-31,8.253141651014802E-31
38.806777866979566,2.399516058692194E-19,-9.987949034780573E-21,-8.262402389969115E-31,8.161356944163907E-31
39.08215356599121,2.399516058692194E-19,-9.987949034780573E-21,-8.262402389969115E-31,8.161356944163907E-31
39.08215356599121,2.3975271674391313E-19,-1.018683816008688E-20,-8.151762685199236E-31,8.049527684690415E-31
39.36119889938722,2.3975271674391313E-19,-1.018683816008688E-20,-8.151762685199236E-31,8.049527684690415E-31
39.36119889938722,2.395539931485445E-19,-1.0385561755455484E-20,-8.04325750849566E-31,7.940288763964048E-31
39.64396276841982,2.395539931485445E-19,-1.0385561755455484E-20,-8.04325750849566E-31,7.940288763964048E-31
39.64396276841982,2.3935538021534643E-19,-1.0584174688653554E-20,-7.937954123891533E-31,7.832895320628335E-31
39.93049472599538,2.3935538021534643E-19,-1.0584174688653554E-20,-7.937954123891533E-31,7.832895320628335E-31
39.93049472599538,2.3915682357284277E-19,-1.0782731331157246E-20,-7.835496776709139E-31,7.727391824017993E-31
40.220844985358326,2.3915682357284277E-19,-1.0782731331157246E-20,-7.835496776709139E-31,7.727391824017993E-31
40.220844985358326,2.3895826904660153E-19,-1.0981285857398454E-20,-7.735173957593044E-31,7.6455015441410914E-31
40.51506442889072,2.3895826904660153E-19,-1.0981285857398454E-20,-7.735173957593044E-31,7.6455015441410914E-31
40.51506442889072,2.387596625038565E-19,-1.1179892400143514E-20,-7.6369856665432495E-31,7.5466684477379355E-31
40.81320461702916,2.387596625038565E-19,-1.1179892400143514E-20,-7.6369856665432495E-31,7.5466684477379355E-31
40.81320461702916,2.3856095016684926E-19,-1.137860473715074E-20,-7.540220394204322E-31,7.4502366954093675E-31
41.11531779730044,2.3856095016684926E-19,-1.137860473715074E-20,-7.540220394204322E-31,7.4502366954093675E-31
